section,course,level,module,resource_type,title,format,editable_text,adaptive_use
CEFR Core Course,Upper Independent English,B2,B2-M03,Answer key,"B2-M03 Answer key: School, study and work",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M03,Home practice pack,"B2-M03 Home practice pack: School, study and work",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M04,Teacher lesson plan,"B2-M04 Teacher lesson plan: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M04,Learner worksheet,"B2-M04 Learner worksheet: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M04,Vocabulary bank,"B2-M04 Vocabulary bank: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M04,Speaking card set,"B2-M04 Speaking card set: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M04,Writing frame,"B2-M04 Writing frame: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M04,Listening script,"B2-M04 Listening script: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M04,Reading text,"B2-M04 Reading text: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M04,Quiz,"B2-M04 Quiz: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M04,Answer key,"B2-M04 Answer key: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M04,Home practice pack,"B2-M04 Home practice pack: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M05,Teacher lesson plan,"B2-M05 Teacher lesson plan: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M05,Learner worksheet,"B2-M05 Learner worksheet: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M05,Vocabulary bank,"B2-M05 Vocabulary bank: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M05,Speaking card set,"B2-M05 Speaking card set: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M05,Writing frame,"B2-M05 Writing frame: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M05,Listening script,"B2-M05 Listening script: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M05,Reading text,"B2-M05 Reading text: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M05,Quiz,"B2-M05 Quiz: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M05,Answer key,"B2-M05 Answer key: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M05,Home practice pack,"B2-M05 Home practice pack: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M06,Teacher lesson plan,"B2-M06 Teacher lesson plan: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M06,Learner worksheet,"B2-M06 Learner worksheet: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M06,Vocabulary bank,"B2-M06 Vocabulary bank: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M06,Speaking card set,"B2-M06 Speaking card set: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M06,Writing frame,"B2-M06 Writing frame: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M06,Listening script,"B2-M06 Listening script: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M06,Reading text,"B2-M06 Reading text: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M06,Quiz,"B2-M06 Quiz: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M06,Answer key,"B2-M06 Answer key: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M06,Home practice pack,"B2-M06 Home practice pack: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M07,Teacher lesson plan,"B2-M07 Teacher lesson plan: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M07,Learner worksheet,"B2-M07 Learner worksheet: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M07,Vocabulary bank,"B2-M07 Vocabulary bank: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M07,Speaking card set,"B2-M07 Speaking card set: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M07,Writing frame,"B2-M07 Writing frame: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M07,Listening script,"B2-M07 Listening script: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M07,Reading text,"B2-M07 Reading text: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M07,Quiz,"B2-M07 Quiz: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M07,Answer key,"B2-M07 Answer key: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M07,Home practice pack,"B2-M07 Home practice pack: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M08,Teacher lesson plan,"B2-M08 Teacher lesson plan: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M08,Learner worksheet,"B2-M08 Learner worksheet: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M08,Vocabulary bank,"B2-M08 Vocabulary bank: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M08,Speaking card set,"B2-M08 Speaking card set: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M08,Writing frame,"B2-M08 Writing frame: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M08,Listening script,"B2-M08 Listening script: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M08,Reading text,"B2-M08 Reading text: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M08,Quiz,"B2-M08 Quiz: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M08,Answer key,"B2-M08 Answer key: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M08,Home practice pack,"B2-M08 Home practice pack: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M09,Teacher lesson plan,"B2-M09 Teacher lesson plan: Problems, solutions and critical thinking",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M09,Learner worksheet,"B2-M09 Learner worksheet: Problems, solutions and critical thinking",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M09,Vocabulary bank,"B2-M09 Vocabulary bank: Problems, solutions and critical thinking",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M09,Speaking card set,"B2-M09 Speaking card set: Problems, solutions and critical thinking",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M09,Writing frame,"B2-M09 Writing frame: Problems, solutions and critical thinking",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M09,Listening script,"B2-M09 Listening script: Problems, solutions and critical thinking",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M09,Reading text,"B2-M09 Reading text: Problems, solutions and critical thinking",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M09,Quiz,"B2-M09 Quiz: Problems, solutions and critical thinking",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M09,Answer key,"B2-M09 Answer key: Problems, solutions and critical thinking",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M09,Home practice pack,"B2-M09 Home practice pack: Problems, solutions and critical thinking",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M10,Teacher lesson plan,B2-M10 Teacher lesson plan: Portfolio project and progress review,DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M10,Learner worksheet,B2-M10 Learner worksheet: Portfolio project and progress review,DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M10,Vocabulary bank,B2-M10 Vocabulary bank: Portfolio project and progress review,DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M10,Speaking card set,B2-M10 Speaking card set: Portfolio project and progress review,DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M10,Writing frame,B2-M10 Writing frame: Portfolio project and progress review,DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M10,Listening script,B2-M10 Listening script: Portfolio project and progress review,DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M10,Reading text,B2-M10 Reading text: Portfolio project and progress review,DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M10,Quiz,B2-M10 Quiz: Portfolio project and progress review,DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M10,Answer key,B2-M10 Answer key: Portfolio project and progress review,DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Upper Independent English,B2,B2-M10,Home practice pack,B2-M10 Home practice pack: Portfolio project and progress review,DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M01,Teacher lesson plan,"C1-M01 Teacher lesson plan: Identity, goals and learner profile",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M01,Learner worksheet,"C1-M01 Learner worksheet: Identity, goals and learner profile",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M01,Vocabulary bank,"C1-M01 Vocabulary bank: Identity, goals and learner profile",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M01,Speaking card set,"C1-M01 Speaking card set: Identity, goals and learner profile",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M01,Writing frame,"C1-M01 Writing frame: Identity, goals and learner profile",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M01,Listening script,"C1-M01 Listening script: Identity, goals and learner profile",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M01,Reading text,"C1-M01 Reading text: Identity, goals and learner profile",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M01,Quiz,"C1-M01 Quiz: Identity, goals and learner profile",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M01,Answer key,"C1-M01 Answer key: Identity, goals and learner profile",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M01,Home practice pack,"C1-M01 Home practice pack: Identity, goals and learner profile",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M02,Teacher lesson plan,"C1-M02 Teacher lesson plan: Family, community and relationships",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M02,Learner worksheet,"C1-M02 Learner worksheet: Family, community and relationships",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M02,Vocabulary bank,"C1-M02 Vocabulary bank: Family, community and relationships",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M02,Speaking card set,"C1-M02 Speaking card set: Family, community and relationships",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M02,Writing frame,"C1-M02 Writing frame: Family, community and relationships",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M02,Listening script,"C1-M02 Listening script: Family, community and relationships",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M02,Reading text,"C1-M02 Reading text: Family, community and relationships",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M02,Quiz,"C1-M02 Quiz: Family, community and relationships",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M02,Answer key,"C1-M02 Answer key: Family, community and relationships",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M02,Home practice pack,"C1-M02 Home practice pack: Family, community and relationships",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M03,Teacher lesson plan,"C1-M03 Teacher lesson plan: School, study and work",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M03,Learner worksheet,"C1-M03 Learner worksheet: School, study and work",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M03,Vocabulary bank,"C1-M03 Vocabulary bank: School, study and work",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M03,Speaking card set,"C1-M03 Speaking card set: School, study and work",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M03,Writing frame,"C1-M03 Writing frame: School, study and work",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M03,Listening script,"C1-M03 Listening script: School, study and work",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M03,Reading text,"C1-M03 Reading text: School, study and work",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M03,Quiz,"C1-M03 Quiz: School, study and work",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M03,Answer key,"C1-M03 Answer key: School, study and work",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M03,Home practice pack,"C1-M03 Home practice pack: School, study and work",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M04,Teacher lesson plan,"C1-M04 Teacher lesson plan: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M04,Learner worksheet,"C1-M04 Learner worksheet: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M04,Vocabulary bank,"C1-M04 Vocabulary bank: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M04,Speaking card set,"C1-M04 Speaking card set: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M04,Writing frame,"C1-M04 Writing frame: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M04,Listening script,"C1-M04 Listening script: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M04,Reading text,"C1-M04 Reading text: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M04,Quiz,"C1-M04 Quiz: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M04,Answer key,"C1-M04 Answer key: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M04,Home practice pack,"C1-M04 Home practice pack: Home, city and daily life",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M05,Teacher lesson plan,"C1-M05 Teacher lesson plan: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M05,Learner worksheet,"C1-M05 Learner worksheet: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M05,Vocabulary bank,"C1-M05 Vocabulary bank: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M05,Speaking card set,"C1-M05 Speaking card set: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M05,Writing frame,"C1-M05 Writing frame: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M05,Listening script,"C1-M05 Listening script: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M05,Reading text,"C1-M05 Reading text: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M05,Quiz,"C1-M05 Quiz: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M05,Answer key,"C1-M05 Answer key: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M05,Home practice pack,"C1-M05 Home practice pack: Food, health and wellbeing",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M06,Teacher lesson plan,"C1-M06 Teacher lesson plan: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M06,Learner worksheet,"C1-M06 Learner worksheet: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M06,Vocabulary bank,"C1-M06 Vocabulary bank: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M06,Speaking card set,"C1-M06 Speaking card set: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M06,Writing frame,"C1-M06 Writing frame: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M06,Listening script,"C1-M06 Listening script: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M06,Reading text,"C1-M06 Reading text: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M06,Quiz,"C1-M06 Quiz: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M06,Answer key,"C1-M06 Answer key: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M06,Home practice pack,"C1-M06 Home practice pack: Travel, cultures and the wider world",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M07,Teacher lesson plan,"C1-M07 Teacher lesson plan: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M07,Learner worksheet,"C1-M07 Learner worksheet: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M07,Vocabulary bank,"C1-M07 Vocabulary bank: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M07,Speaking card set,"C1-M07 Speaking card set: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M07,Writing frame,"C1-M07 Writing frame: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M07,Listening script,"C1-M07 Listening script: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M07,Reading text,"C1-M07 Reading text: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M07,Quiz,"C1-M07 Quiz: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M07,Answer key,"C1-M07 Answer key: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M07,Home practice pack,"C1-M07 Home practice pack: Media, technology and digital citizenship",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M08,Teacher lesson plan,"C1-M08 Teacher lesson plan: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M08,Learner worksheet,"C1-M08 Learner worksheet: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M08,Vocabulary bank,"C1-M08 Vocabulary bank: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M08,Speaking card set,"C1-M08 Speaking card set: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M08,Writing frame,"C1-M08 Writing frame: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M08,Listening script,"C1-M08 Listening script: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M08,Reading text,"C1-M08 Reading text: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M08,Quiz,"C1-M08 Quiz: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M08,Answer key,"C1-M08 Answer key: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M08,Home practice pack,"C1-M08 Home practice pack: Stories, literature and creative expression",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M09,Teacher lesson plan,"C1-M09 Teacher lesson plan: Problems, solutions and critical thinking",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
CEFR Core Course,Advanced Academic and Professional English,C1,C1-M09,Learner worksheet,"C1-M09 Learner worksheet: Problems, solutions and critical thinking",DOCX/PDF/HTML,Yes,core/remediation/extension depending on score
