activity_id,phase,grade_band,subject,strand,skill,skill_code,title,mechanic,learning_goal,prerequisite,item_count,expected_duration_min,feedback_type,mastery_rule,remediation_trigger,extension_unlock,reward_points,assets_needed,dashboard_metrics,downloadable_pair,accessibility_notes,version,canonical_telemetry_signals,feedback_mapping_required
LEA-EY-ACT-0116,Early Years Interactive Engine,Grade 1,Math,Time/Money,hour/half-hour and coins,EY-GRA-MAT-TIM-04,Time/Money: Hour/Half-Hour And Coins - Math Mission 4,Math Mission,Learner can hour/half-hour and coins through a short guided math mission activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0117,Early Years Interactive Engine,Grade 1,Math,Geometry,partition shapes,EY-GRA-MAT-GEO-01,Geometry: Partition Shapes - Trace and Say 1,Trace and Say,Learner can partition shapes through a short guided trace and say activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0118,Early Years Interactive Engine,Grade 1,Math,Geometry,partition shapes,EY-GRA-MAT-GEO-02,Geometry: Partition Shapes - Math Mission 2,Math Mission,Learner can partition shapes through a short guided math mission activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0119,Early Years Interactive Engine,Grade 1,Math,Geometry,partition shapes,EY-GRA-MAT-GEO-03,Geometry: Partition Shapes - Sort It 3,Sort It,Learner can partition shapes through a short guided sort it activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0120,Early Years Interactive Engine,Grade 1,Math,Geometry,partition shapes,EY-GRA-MAT-GEO-04,Geometry: Partition Shapes - Listen and Choose 4,Listen and Choose,Learner can partition shapes through a short guided listen and choose activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0121,Early Years Interactive Engine,Grade 2,Literacy,Phonics,vowel teams and r-controlled vowels,EY-GRA-LIT-PHO-01,Phonics: Vowel Teams And R-Controlled Vowels - Drag to Build 1,Drag to Build,Learner can vowel teams and r-controlled vowels through a short guided drag to build activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0122,Early Years Interactive Engine,Grade 2,Literacy,Phonics,vowel teams and r-controlled vowels,EY-GRA-LIT-PHO-02,Phonics: Vowel Teams And R-Controlled Vowels - Blend Builder 2,Blend Builder,Learner can vowel teams and r-controlled vowels through a short guided blend builder activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0123,Early Years Interactive Engine,Grade 2,Literacy,Phonics,vowel teams and r-controlled vowels,EY-GRA-LIT-PHO-03,Phonics: Vowel Teams And R-Controlled Vowels - Find the Mistake 3,Find the Mistake,Learner can vowel teams and r-controlled vowels through a short guided find the mistake activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0124,Early Years Interactive Engine,Grade 2,Literacy,Phonics,vowel teams and r-controlled vowels,EY-GRA-LIT-PHO-04,Phonics: Vowel Teams And R-Controlled Vowels - Read and Record 4,Read and Record,Learner can vowel teams and r-controlled vowels through a short guided read and record activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0125,Early Years Interactive Engine,Grade 2,Literacy,Morphology,"base words, prefixes and suffixes",EY-GRA-LIT-MOR-01,"Morphology: Base Words, Prefixes And Suffixes - Find the Mistake 1",Find the Mistake,"Learner can base words, prefixes and suffixes through a short guided find the mistake activity.",Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0126,Early Years Interactive Engine,Grade 2,Literacy,Morphology,"base words, prefixes and suffixes",EY-GRA-LIT-MOR-02,"Morphology: Base Words, Prefixes And Suffixes - Read and Record 2",Read and Record,"Learner can base words, prefixes and suffixes through a short guided read and record activity.",Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0127,Early Years Interactive Engine,Grade 2,Literacy,Morphology,"base words, prefixes and suffixes",EY-GRA-LIT-MOR-03,"Morphology: Base Words, Prefixes And Suffixes - Tap the Sound 3",Tap the Sound,"Learner can base words, prefixes and suffixes through a short guided tap the sound activity.",Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0128,Early Years Interactive Engine,Grade 2,Literacy,Morphology,"base words, prefixes and suffixes",EY-GRA-LIT-MOR-04,"Morphology: Base Words, Prefixes And Suffixes - Drag to Build 4",Drag to Build,"Learner can base words, prefixes and suffixes through a short guided drag to build activity.",Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0129,Early Years Interactive Engine,Grade 2,Literacy,Fluency,"accuracy, rate and phrasing",EY-GRA-LIT-FLU-01,"Fluency: Accuracy, Rate And Phrasing - Tap the Sound 1",Tap the Sound,"Learner can accuracy, rate and phrasing through a short guided tap the sound activity.",Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0130,Early Years Interactive Engine,Grade 2,Literacy,Fluency,"accuracy, rate and phrasing",EY-GRA-LIT-FLU-02,"Fluency: Accuracy, Rate And Phrasing - Drag to Build 2",Drag to Build,"Learner can accuracy, rate and phrasing through a short guided drag to build activity.",Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0131,Early Years Interactive Engine,Grade 2,Literacy,Fluency,"accuracy, rate and phrasing",EY-GRA-LIT-FLU-03,"Fluency: Accuracy, Rate And Phrasing - Blend Builder 3",Blend Builder,"Learner can accuracy, rate and phrasing through a short guided blend builder activity.",Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0132,Early Years Interactive Engine,Grade 2,Literacy,Fluency,"accuracy, rate and phrasing",EY-GRA-LIT-FLU-04,"Fluency: Accuracy, Rate And Phrasing - Find the Mistake 4",Find the Mistake,"Learner can accuracy, rate and phrasing through a short guided find the mistake activity.",Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0133,Early Years Interactive Engine,Grade 2,Literacy,Writing,sentence expansion and punctuation,EY-GRA-LIT-WRI-01,Writing: Sentence Expansion And Punctuation - Blend Builder 1,Blend Builder,Learner can sentence expansion and punctuation through a short guided blend builder activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",12,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0134,Early Years Interactive Engine,Grade 2,Literacy,Writing,sentence expansion and punctuation,EY-GRA-LIT-WRI-02,Writing: Sentence Expansion And Punctuation - Find the Mistake 2,Find the Mistake,Learner can sentence expansion and punctuation through a short guided find the mistake activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",14,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0135,Early Years Interactive Engine,Grade 2,Literacy,Writing,sentence expansion and punctuation,EY-GRA-LIT-WRI-03,Writing: Sentence Expansion And Punctuation - Read and Record 3,Read and Record,Learner can sentence expansion and punctuation through a short guided read and record activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",16,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
LEA-EY-ACT-0136,Early Years Interactive Engine,Grade 2,Literacy,Writing,sentence expansion and punctuation,EY-GRA-LIT-WRI-04,Writing: Sentence Expansion And Punctuation - Tap the Sound 4,Tap the Sound,Learner can sentence expansion and punctuation through a short guided tap the sound activity.,Previous skill in strand or diagnostic placement pass,10,5,audio + visual + child-friendly text + feedback.interventions_by_error_type[error_type],"Mastered at accuracy >= 0.85, prompt_level <= 2, across 2 completed sessions","Route to targeted mini-teach if accuracy < 0.70 after 5 items, consecutive_same_error_count >= 2, or response_time_seconds > baseline_average_response_time_seconds * 1.50 and accuracy == 1.0","Unlock challenge when accuracy >= 0.90, prompt_level <= 1, and response_time_seconds <= baseline_average_response_time_seconds * 1.10",18,"voiceover, icon set, illustrated cards, success animation","accuracy, diagnostic_score, attempts, prompt_level, response_time_seconds, error_type, hint_count, audio_replay_count, last_mastery_date",home practice mini-sheet + teacher small-group follow-up card,"keyboard path, alt text, captions, replay audio, no time pressure by default",1.2,learner_id;session_id;activity_id;activity_version;item_id;accuracy;diagnostic_score;prompt_level;response_time_seconds;baseline_average_response_time_seconds;attempt_count;consecutive_same_error_count;error_type;hint_count;audio_replay_count;session_spacing_days;learner_exit_count;teacher_override,"feedback.interventions_by_error_type[error_type] first, then fallback_intervention"
